emp_no,birth_date,first_name,last_name,gender,hire_date
67091,1954-01-30,Maik,Sudkamp,M,1991-01-29
67095,1954-08-24,Yunming,Kruskal,F,1989-06-27
67097,1954-08-12,Arvind,Falck,M,1996-10-20
67101,1955-04-08,Menkae,Christ,F,1989-01-18
67107,1952-03-09,Mototsugu,Birrer,F,1991-07-12
67108,1952-10-10,Changho,Xiaoshan,M,1989-08-21
67109,1952-08-01,Xiaopeng,Choobineh,M,1996-05-02
67111,1954-08-02,Odysseas,Dalphin,M,1987-08-01
67112,1954-06-11,Sreekrishna,Henders,F,1986-07-02
67113,1954-12-30,Gor,Brender,M,1992-05-14
67115,1955-12-14,Siamak,Bernardeschi,M,1985-04-26
67120,1955-08-25,Subir,Georgakopoulos,M,1992-08-05
67123,1952-06-17,Chaoyi,Horswill,F,1987-05-23
67131,1952-02-24,Georgy,Rosin,M,1991-06-25
67132,1954-05-09,Paris,Warwick,F,1992-01-09
67135,1955-06-07,Candida,Fendler,F,1986-03-21
67138,1953-07-04,Surveyors,Kaltofen,M,1987-12-24
67146,1955-08-25,Horward,Hertweck,F,1986-05-09
67157,1955-02-16,Arra,Comellas,M,1990-05-28
67159,1953-10-14,Mokhtar,Zykh,M,1989-07-19
67162,1955-09-18,Kazunori,Hutton,F,1993-09-25
67164,1955-03-12,Eckart,Bade,M,1988-01-17
67165,1955-05-21,Chikako,Schapire,M,1986-09-01
67168,1955-03-04,Sandeepan,Leslie,M,1989-09-26
67179,1955-07-14,Bader,Vadhan,M,1996-10-04
67184,1953-06-06,Xiadong,Sundgren,M,1995-12-07
67186,1955-04-08,Gererd,Kriebel,M,1989-06-17
67198,1953-10-26,Fuqing,Schahn,F,1988-05-11
67206,1953-02-28,Nectarios,Demizu,F,1996-11-23
67208,1953-05-20,Rosalie,Sichman,M,1985-10-04
67216,1954-03-20,Yongmao,Streng,F,1986-10-06
67223,1952-12-24,Pascal,Perz,F,1994-03-22
67224,1953-09-26,Sashi,Bashian,M,1992-01-29
67227,1955-09-05,Shuky,Showalter,F,1987-05-02
67228,1952-03-14,Fumitaka,Hammerschmidt,M,1989-12-23
67233,1953-09-30,Gad,Baalen,F,1988-07-16
67242,1954-02-06,Aksel,Spinelli,M,1991-01-09
67252,1955-10-16,Ronghao,Milicic,M,1990-01-04
67253,1955-09-02,Shiv,Szmurlo,M,1985-04-20
67259,1953-05-23,Kensyu,Rattan,F,1990-09-21
67263,1955-04-18,Khedija,Yemenis,F,1997-03-13
67272,1953-11-16,Val,Minakawa,M,1988-11-23
67273,1955-01-31,Ronnie,Denna,F,1996-10-23
67280,1955-05-20,Dipankar,Serre,F,1990-05-22
67290,1955-03-24,Guadalupe,Heuser,F,1989-10-29
67292,1953-07-01,Tzvetan,Wynblatt,M,1986-04-23
67298,1952-11-24,Honesty,Brodal,F,1985-04-27
67301,1953-10-17,Xuedong,Danlos,M,1987-02-06
67303,1954-05-23,Sudhanshu,Eterovic,M,1991-06-25
67306,1953-03-04,Peternela,Molenkamp,F,1987-08-06
67314,1955-08-10,Mariusz,Ponthieu,M,1994-10-02
67319,1952-07-06,Supot,Boguraev,M,1989-10-12
67322,1955-08-10,Shim,Baca,F,1991-12-21
67324,1952-08-02,Hein,Deverell,F,1989-10-28
67327,1954-02-22,Tomokazu,Ernst,M,1988-07-17
67331,1954-10-28,Sham,Porenta,M,1996-06-15
67333,1953-03-17,Takahiro,Ebeling,F,1986-04-27
67335,1953-05-03,Carrsten,Thibadeau,M,1989-02-20
67338,1954-02-25,Yonghong,Setia,M,1990-03-31
67341,1952-05-22,Jinya,Motley,M,1991-02-13
67345,1954-04-07,Mani,Rando,F,1985-12-18
67352,1953-04-03,Masaru,Awdeh,F,1988-12-31
67355,1954-10-30,Naftaly,Lortz,F,1985-06-10
67356,1954-05-20,Marl,Heiserman,F,1989-10-28
67357,1952-04-12,Pradeep,Millington,F,1987-04-08
67358,1955-07-25,TRUE,Staudhammer,F,1988-01-04
67359,1952-12-15,Yongmin,Strooper,F,1989-04-30
67362,1952-06-09,Ranga,Cardazo,F,1988-11-10
67366,1952-07-18,Ayonca,Bratten,F,1986-10-20
67367,1954-07-12,Karlis,Birch,M,1986-08-21
67368,1954-01-21,Diederik,Setia,M,1990-01-15
67375,1955-12-26,Elvia,Juneja,M,1991-02-26
67376,1954-12-31,Vivian,Miculan,M,1991-05-01
67377,1953-08-20,Mingdong,Sherertz,M,1988-05-12
67379,1954-12-09,Masadi,Srimani,M,1986-08-30
67381,1955-09-12,Gita,Weedon,F,1986-08-02
67383,1953-06-29,Gunilla,Rusterholz,M,1988-03-18
67392,1955-01-26,Theirry,Mitchem,M,1994-01-01
67395,1952-11-12,Sakthirel,Basart,F,1985-02-20
67398,1955-08-13,Tru,Jansen,F,1985-05-20
67402,1955-09-06,Maya,Ruemmler,M,1988-02-04
67403,1952-07-05,Subhash,Cannane,M,1993-07-27
67404,1955-07-14,Shaz,Shobatake,F,1988-02-29
67406,1953-10-16,Hidekazu,Anger,M,1991-01-24
67409,1954-10-02,Bluma,Schrooten,M,1985-09-23
67414,1954-09-01,Piyush,Benzmuller,M,1998-03-06
67418,1955-09-21,Moto,Jansen,F,1997-02-21
67422,1955-03-06,Alain,Gewali,M,1990-11-30
67426,1955-07-22,Haldun,Geffroy,M,1987-08-01
67428,1955-12-30,Dharmaraja,Diderrich,M,1988-02-19
67431,1954-03-25,Aamod,Gulik,F,1998-02-21
67432,1955-10-23,Arun,Fordan,F,1990-11-20
67433,1954-03-08,Venkatesan,Neimat,M,1992-04-10
67436,1954-10-08,Pintsang,Alameldin,F,1991-02-22
67438,1954-06-11,Niranjan,Makinen,F,1986-02-02
67439,1952-11-13,Akemi,Gist,M,1990-04-22
67441,1953-11-30,Wilmer,Casley,F,1989-02-21
67442,1953-02-07,Fayez,Desikan,F,1991-12-19
67443,1955-12-01,Jamaludin,Bratten,M,1992-05-13
67445,1952-12-12,Aksel,Kisuki,M,1992-10-25
67450,1952-04-12,Khosrow,Seiwald,M,1985-10-17
67451,1952-09-18,Siamak,Stellhorn,M,1986-02-10
67457,1954-02-01,Bartek,Ghemri,M,1995-09-26
67460,1954-02-15,Susumu,Wolniewicz,M,1994-01-21
67462,1955-07-15,Christoph,Muhling,M,1991-04-26
67476,1953-07-18,Gino,Kilgour,M,1987-08-10
67477,1952-12-15,Morrie,Vasanthakumar,M,1986-09-10
67478,1955-02-25,Kokou,Luke,M,1986-05-25
67483,1954-04-24,Oguz,Chartres,F,1986-05-08
67497,1953-08-10,Marsal,Rosay,F,1989-07-14
67500,1952-09-21,Vasiliy,Laurillard,M,1988-10-19
67502,1953-01-13,Georgy,Coullard,M,1991-02-11
67503,1954-07-21,Stein,Kornatzky,M,1985-06-06
67504,1952-05-15,Nikolaus,McConalogue,M,1997-04-07
67506,1953-11-19,Collette,Verhoeff,M,1987-01-26
67520,1954-04-16,Sahrah,Boreale,F,1991-05-19
67523,1955-08-16,Pohua,Gelosh,M,1988-12-06
67526,1952-11-25,Shay,Roisin,M,1985-10-18
67529,1953-03-24,Alejandro,Passino,F,1986-06-15
67530,1953-02-27,Gritta,Foong,M,1993-04-01
67532,1953-06-09,Masato,Kroll,M,1990-02-21
67533,1954-01-18,Michaela,Koblitz,M,1989-06-01
67537,1954-11-16,Somnath,Uludag,M,1986-12-10
67538,1955-03-13,Harjit,Ratzlaff,F,1996-10-03
67545,1954-08-28,Hyuckchul,McAffer,F,1987-04-01
67547,1955-01-12,Sakthirel,Thiran,M,1994-03-28
67549,1952-08-16,Ute,Pezzoli,F,1987-06-03
67553,1955-04-19,Freyja,Hutter,F,1987-07-02
67554,1955-06-11,Xiaoheng,Bhattacharjee,M,1985-02-23
67556,1954-12-16,Premal,Roisin,F,1997-07-18
67558,1953-05-01,Danel,Swen,M,1997-10-08
67564,1954-12-03,Masami,Stille,M,1989-12-21
67566,1954-12-18,Poorav,Busillo,F,1989-04-22
67567,1954-06-18,Yuqun,Delgrossi,M,1986-12-10
67570,1954-07-20,Odysseas,Baig,M,1986-10-17
67571,1953-06-19,Gro,Iisaka,M,1986-12-10
67572,1953-11-13,Gro,Katalagarianos,F,1988-08-18
67574,1955-02-05,Lijie,Aingworth,F,1987-02-04
67578,1955-04-28,Perry,Muhlberg,M,1987-12-03
67579,1953-08-23,Subbu,Kawashima,M,1992-01-12
67584,1954-07-03,Alper,Kaelbling,M,1995-05-13
67585,1952-09-16,Bernd,Linares,M,1995-04-07
67589,1955-06-30,Hausi,Lampe,M,1986-08-02
67591,1955-04-05,Toshimori,Angelopoulos,M,1990-02-24
67594,1955-11-19,Jiann,Aingworth,M,1987-02-20
67600,1953-08-29,Slavian,Menyhert,F,1990-07-30
67606,1952-05-31,Srinidhi,Rosca,M,1986-09-01
67608,1953-08-01,Junichi,Mayerwieser,M,1985-02-13
67609,1953-02-15,Poornachandra,Berztiss,M,1986-06-12
67613,1953-04-01,Hyuncheol,Andreotta,M,1985-09-29
67618,1955-01-22,Yishay,Kitai,F,1991-06-13
67624,1954-09-09,Atreyi,Luks,F,1986-08-04
67630,1952-03-25,Udaiprakash,Azulay,M,1996-05-06
67632,1954-09-15,Anestis,Schusler,M,1986-09-04
67634,1955-10-18,Adam,Alvarado,M,1988-04-24
67637,1952-05-15,Mart,Harbusch,M,1990-12-24
67640,1954-05-19,Gen,Glinert,M,1986-05-31
67641,1954-08-12,Hatim,DiGiano,F,1991-12-13
67653,1954-08-06,Mabo,Rathonyi,F,1985-08-08
67654,1953-01-26,Pohua,Fordan,M,1986-11-08
67655,1955-09-30,Mark,Dichev,M,1993-03-08
67660,1953-02-14,Kwangjo,Pena,M,1987-05-04
67665,1954-10-12,Sergi,Alpin,F,1991-03-09
67667,1953-05-31,Basant,Butterworth,F,1985-09-01
67669,1954-08-08,Djelloul,Dalton,F,1991-10-20
67674,1955-11-07,Valdiodio,Grospietsch,M,1998-01-10
67675,1953-04-21,Gila,Schiper,M,1988-05-27
67681,1953-02-28,Jeanne,Junet,F,1999-04-06
67682,1953-05-17,Moni,Ozeri,M,1985-07-12
67683,1953-01-22,Domenico,Linares,M,1987-02-02
67684,1954-06-22,Vincent,Pintelas,M,1988-03-07
67686,1953-08-08,Lucien,Junet,F,1987-01-21
67689,1952-07-07,Aran,Perin,M,1989-08-27
67690,1953-06-16,Zhiwei,Braunschweig,F,1989-02-25
67691,1955-03-03,Kolar,Millington,F,1993-01-08
67693,1955-12-21,Yoshinari,Auria,F,1989-02-07
67701,1953-09-06,Chikara,Herbst,F,1985-11-12
67705,1954-07-16,Genevieve,Khalil,F,1988-06-29
67707,1955-12-08,Mohan,Hashii,F,1997-10-31
67709,1953-11-17,Huei,Attimonelli,F,1987-06-09
67710,1953-04-06,Mitchel,Ressouche,F,1991-11-09
67714,1953-04-05,Caolyn,Koblitz,F,1992-07-09
67717,1954-02-03,Tokuyasu,Sury,M,1996-03-24
67718,1955-03-12,Heng,Demeyer,M,1985-11-24
67723,1955-08-04,Boguslaw,Bernatsky,F,1996-09-09
67725,1952-08-27,Bodh,Mitchem,M,1993-12-11
67726,1955-06-26,Kirk,Parascandalo,M,1992-02-11
67727,1955-10-28,Xinglin,Jansen,F,1995-01-12
67729,1954-12-31,Candida,Molenkamp,M,1986-08-24
67730,1952-03-11,Elliott,Swiss,M,1991-01-07
67734,1955-06-05,Tamiya,Chelton,M,1991-04-09
67740,1953-05-25,Reinhard,Stifter,F,1986-12-06
67741,1955-11-21,Yishay,Koblitz,F,1985-02-20
67742,1955-11-09,Toong,Hasham,M,1987-05-23
67751,1952-10-18,Christfried,Gimbel,M,1990-04-07
67759,1953-07-17,Mohit,Nitta,F,1990-08-22
67761,1954-08-06,Jagoda,Rothe,F,1988-01-27
67762,1952-07-27,Jeanna,Francisci,F,1985-08-21
67763,1954-08-15,Marek,Benner,M,1989-01-08
67767,1955-02-05,Elvis,Demos,M,1986-05-24
67774,1952-03-13,Jongsuk,Fabrizio,M,1985-07-13
67776,1955-12-23,Lein,Schaaf,M,1997-01-11
67779,1954-01-30,Niclas,Welham,M,1985-10-08
67782,1955-11-05,Almudena,Luga,M,1986-04-05
67789,1952-10-15,Martins,Waeselynck,M,1993-11-01
67795,1952-12-02,Shigeo,Garnick,M,1991-02-22
67797,1954-06-24,Chaoyi,Azuma,F,1987-11-05
67801,1954-08-16,Susanne,Merro,M,1992-02-17
67804,1952-09-25,Margareta,Vesel,F,1986-01-11
67807,1954-02-20,Zissis,Ramalingam,F,1988-04-08
67809,1955-11-28,Arlette,Kragelund,M,1996-08-01
67812,1954-08-17,Reinhold,Reinhart,M,1985-10-13
67814,1955-10-16,Juichirou,Bamford,F,1989-03-20
67815,1952-05-15,Zongyan,Coney,M,1987-09-28
67817,1954-06-24,Ipke,Auyong,M,1992-02-10
67820,1952-02-09,Gay,Colorni,F,1988-01-27
67823,1952-03-29,Szabolcs,Muhlberg,M,1988-02-17
67826,1955-11-26,Selwyn,Detkin,M,1987-09-18
67827,1953-12-22,Mohamadou,Itzigehl,M,1995-10-26
67830,1955-06-14,Siamak,Pollacia,F,1990-01-31
67833,1955-09-12,Aleksander,Iivonen,F,1985-11-08
67835,1953-12-25,Behnaam,Luft,M,1985-02-24
67837,1953-04-28,Barun,Heyers,M,1985-05-15
67839,1955-01-25,Mariangiola,Mattern,M,1989-01-18
67842,1953-03-21,Richara,Orlowska,F,1990-06-06
67845,1954-04-14,Xuejun,Back,M,1985-07-16
67848,1955-06-01,Shawna,Litzkow,M,1986-12-22
67851,1954-05-11,Yishai,Sigstam,M,1993-10-01
67853,1952-08-19,King,Perl,M,1988-10-20
67862,1953-03-16,Sven,Brizzi,M,1988-12-11
67869,1954-03-19,Chenxi,Giarratana,M,1993-01-18
67870,1952-07-14,Berna,Liesche,M,1991-06-27
67872,1952-11-03,Adel,Toyoshima,M,1986-02-04
67879,1955-02-03,Hongzue,Michaels,M,1985-06-09
67884,1953-03-18,Jianhui,Haraldson,F,1987-01-02
67885,1954-01-17,Nishit,Suermann,M,1986-04-08
67895,1954-06-01,Krassimir,Ghazalie,M,1990-06-13
67896,1952-07-05,Werner,Guardalben,F,1985-03-08
67905,1955-02-17,Tadahiro,Peral,M,1990-06-01
67906,1953-07-24,Tsutomu,Luders,F,1988-07-01
67914,1955-11-08,Gregory,Malabarba,F,1993-03-26
67915,1953-09-10,Tadahiko,Thorensen,M,1993-12-10
67917,1953-02-13,Aimee,Ozery,M,1993-09-08
67921,1953-10-30,Zejun,Bain,F,1998-08-03
67925,1954-03-24,Frazer,Carrera,M,1990-11-28
67926,1954-04-16,Harjit,Perna,F,1990-12-30
67928,1953-04-18,Bikash,Iisaka,M,1996-06-03
67929,1952-03-02,Richard,Iisaka,M,1987-06-22
67936,1954-10-14,Valery,Bardell,F,1988-07-22
67937,1955-08-03,Odinaldo,Bashian,M,1986-03-16
67948,1952-10-27,Shay,Berztiss,F,1987-06-30
67949,1952-05-12,Surveyors,Iisaku,M,1988-07-08
67951,1955-12-26,Tremaine,Koprowski,M,1992-06-21
67954,1954-10-30,Aleksandar,Liedekerke,M,1985-10-27
67962,1955-12-13,Jiann,Stille,F,1985-12-21
67964,1955-09-02,Karoline,Perri,F,1994-11-04
67965,1952-05-29,Khalid,Hertweck,F,1992-02-06
67966,1953-01-15,Ortrun,Kropp,M,1992-12-23
67967,1952-06-26,Marin,Stille,M,1987-11-11
67968,1954-12-13,Christoper,Narahara,M,1985-10-25
67969,1955-06-16,Arnd,Iisaku,F,1991-01-10
67970,1954-01-05,Mingzeng,Picci,M,1985-03-23
67972,1955-08-13,Apostol,Ratzlaff,F,1995-09-06
67978,1952-05-01,Limsoon,Mattern,M,1992-07-14
67980,1955-11-22,Shigeichiro,Heemskerk,M,1991-01-08
67982,1955-03-19,Geraldo,Olano,M,1989-11-21
67983,1952-04-06,Gererd,Heusch,M,1985-12-20
67985,1955-08-08,Chirstian,Fujisaki,M,1990-11-23
67988,1952-07-29,Selwyn,Veevers,F,1994-01-04
67989,1954-08-06,Adib,Schwaller,M,1986-12-23
67992,1952-05-03,Hitomi,Panangaden,M,1989-07-12
67993,1952-12-18,Leucio,Masaki,M,1991-03-28
67994,1953-04-07,Hatim,Paludetto,M,1986-03-23
67999,1955-12-12,Sorina,Herber,M,1985-07-28
68001,1953-01-15,Marlo,Panwar,F,1985-09-01
68003,1954-03-15,Kellie,Ratzlaff,M,1988-11-21
68004,1955-10-03,Mohd,Improta,M,1985-05-23
68005,1953-07-25,Hilary,Montresor,M,1986-11-06
68007,1952-08-06,Junichi,Vingron,M,1989-11-24
68010,1953-10-16,Mohan,Tsunoo,F,1987-10-25
68015,1954-06-22,Willard,Yetim,F,1986-07-04
68028,1955-06-21,Richara,Syang,M,1985-09-29
68035,1952-04-23,Trygve,Fairtlough,F,1990-05-09
68039,1954-10-22,Panayotis,Baja,M,1989-12-17
68047,1955-06-24,Trygve,Feldmann,M,1995-12-08
68048,1952-05-24,Gift,Dichev,M,1990-01-24
68055,1953-05-29,Narain,Jansen,M,1986-01-03
68058,1953-12-23,Jaideep,Heijenga,M,1989-12-21
68060,1955-01-30,Ashish,Szmurlo,M,1991-05-17
68062,1952-04-02,Sailaja,Beilner,F,1992-07-09
68063,1952-08-10,Karlis,Gide,M,1985-05-13
68068,1955-06-22,Paris,Kamble,M,1989-01-05
68074,1954-08-24,Giri,Gomatam,M,1989-06-15
68075,1953-06-01,Tsz,Varley,F,1989-01-23
68079,1954-09-18,Hitomi,Rodite,M,1988-06-25
68082,1955-10-03,Kannan,Vilarrasa,M,1995-07-29
68092,1953-03-12,Aleksandar,Gulak,M,1989-07-27
68099,1952-07-04,DeForest,Motley,M,1987-07-29
68110,1954-02-18,Ewing,Erni,F,1986-08-30
68111,1953-06-05,Xiaoqiu,Camarinopoulos,F,1992-05-04
68114,1955-02-05,Xuedong,Anandan,F,1989-11-23
68116,1954-06-14,Shigeaki,Constantine,M,1993-12-30
68122,1953-11-23,Dante,Reinhard,F,1993-12-22
68123,1953-03-02,Shakhar,Rissland,M,1986-06-06
68124,1954-09-16,Zhiguo,Gonthier,F,1987-03-09
68126,1952-03-18,Kotesh,Bauknecht,M,1994-08-31
68132,1954-11-23,Eldridge,DeMori,M,1991-06-04
68138,1953-01-12,Qunsheng,Poujol,F,1985-04-04
68140,1953-09-04,Alejandra,Bratsberg,M,1996-08-11
68142,1953-11-21,Aran,Nishimukai,F,1988-06-22
68143,1953-03-15,Sandeepan,Mondadori,M,1986-04-14
68146,1954-05-26,Toshiko,Yoshimura,M,1993-09-29
68147,1952-12-10,Breannda,Zhang,F,1985-08-28
68152,1955-04-18,Janalee,Dalton,F,1986-12-15
68153,1952-07-22,Alexius,Baumann,M,1991-11-13
68154,1953-05-10,Rimli,Yoshizawa,M,1992-08-30
68155,1954-06-10,Xuedong,Carrere,M,1985-02-17
68157,1955-11-19,Vidya,Rissland,M,1993-04-22
68158,1954-07-13,Abdelaziz,Hennings,M,1996-08-09
68163,1953-06-06,Kayoko,Gerteisen,M,1986-06-20
68169,1952-10-12,Tomokazu,Eickenmeyer,M,1993-04-08
68170,1954-03-18,Etsuo,Kavanagh,M,1986-11-30
68173,1954-09-21,Gererd,Litzkow,M,1987-05-20
68179,1954-11-21,Guangming,Nyanchama,M,1985-08-13
68182,1954-07-14,Masaki,Constantine,F,1989-09-10
68194,1955-04-01,Kiyomitsu,Kavvadias,M,1989-10-13
68196,1954-08-01,Mechthild,Passafiume,F,1990-09-18
68199,1952-12-14,Kwok,Litzkow,M,1988-08-23
68212,1952-08-05,Paraskevi,Narlikar,M,1991-10-28
68216,1955-05-09,Odinaldo,Valtorta,M,1991-07-23
68218,1952-10-14,Miquel,Renear,M,1987-08-05
68219,1954-09-27,Hidde,Beilner,M,1993-05-27
68220,1955-07-02,Jackson,Boreale,F,1993-05-22
68223,1953-10-22,Douadi,Fritzsche,M,1991-11-29
68227,1954-03-18,Houman,Cappelletti,M,1999-03-25
68231,1952-11-09,Marla,Heinisuo,F,1993-10-10
68232,1952-04-15,Muneo,Gadepally,F,1990-08-12
68233,1953-09-08,Frederique,Penz,F,1985-07-27
68236,1952-10-29,Harngdar,Farrow,F,1987-07-29
68240,1952-06-13,Arch,Munke,M,1998-10-12
68242,1952-03-08,Jeanna,Daescu,M,1997-07-09
68243,1952-08-22,Toshimi,Erie,M,1989-12-03
68245,1952-04-19,Valeska,Ramamoorthy,M,1986-12-14
68249,1954-01-13,Udo,Delaune,M,1990-04-14
68258,1954-08-21,Kerryn,Acton,F,1988-04-26
68259,1954-08-31,Jungsoon,Ginneken,F,1989-07-22
68260,1952-05-20,Jamaludin,Gluchowski,M,1991-07-11
68262,1952-10-22,Yongmao,Ermel,F,1996-03-29
68264,1953-04-17,Vitaly,Speckmann,F,1995-03-17
68265,1955-09-18,Kwee,Simmel,F,1990-04-17
68269,1955-01-17,Marjo,Falster,M,1986-10-31
68270,1953-09-23,Mihalis,Perelgut,F,1994-01-19
68275,1953-09-10,Mihalis,Penttonen,F,1993-06-13
68280,1955-10-08,Matk,Benaini,F,1990-12-02
68282,1952-07-15,Gor,Benner,F,1992-12-10
68283,1954-01-08,Adam,Meszaros,M,1996-09-23
68284,1953-01-29,Kiyotoshi,Jakobus,M,1997-11-11
68286,1955-09-11,Constantino,Merks,M,1986-09-25
68287,1955-03-06,Weiru,Pollock,M,1997-08-25
68288,1954-10-01,Sandeepan,Rattan,M,1990-09-04
68293,1952-10-30,Faiza,Mateescu,M,1985-11-10
68294,1955-10-27,Zejun,Dymetman,M,1991-03-28
68296,1955-02-02,Koichi,Benzmuller,F,1989-01-29
68297,1955-03-28,Basant,Heemskerk,F,1998-11-12
68300,1952-05-23,Kerryn,Pargaonkar,F,1989-07-05
68309,1955-03-28,Moie,Calkin,M,1996-07-01
68312,1954-07-19,Georgy,Hasenauer,M,1989-10-20
68313,1955-12-12,Rosalie,Ferriere,M,1987-08-22
68316,1955-06-28,Filipe,Kranzdorf,M,1997-12-08
68318,1953-08-15,Frazer,Plessier,F,1993-02-22
68321,1955-12-03,Aris,Harbusch,M,1985-10-30
68327,1955-06-28,Shigeo,Pettis,M,1993-03-16
68332,1953-11-19,Kristian,Teitelbaum,F,1987-05-14
68336,1955-03-28,Alair,Rusterholz,M,1985-09-25
68345,1953-11-09,Tadanori,Polajnar,M,1991-09-14
68346,1953-03-28,Irene,Falster,M,1985-05-14
68350,1952-07-29,Arve,Speckmann,M,1985-02-28
68358,1954-02-02,Premsyl,Cronau,M,1993-10-09
68364,1953-02-12,Kazuhiko,Seuren,M,1990-05-09
68367,1953-05-30,Emdad,Vandervoorde,F,1987-01-06
68370,1953-05-11,Jianhui,Willoner,M,1994-11-21
68375,1953-08-13,Yuguang,Mitsuhashi,F,1991-11-08
68381,1955-11-29,Stabislas,Hasham,F,1985-03-11
68382,1955-07-07,Toshiko,Irland,M,1992-10-17
68384,1953-12-06,Mabhin,Bernini,M,1997-03-06
68387,1955-01-16,Sachin,Driscoll,M,1998-06-15
68388,1953-07-22,Jianhao,Murillo,M,1990-08-10
68401,1952-05-25,Khoa,Vecchio,M,1990-05-02
68402,1953-04-16,Emdad,Beilner,M,1995-11-10
68405,1952-10-15,Radhia,Fraisse,M,1996-05-18
68407,1955-10-06,Jahangir,Peternell,M,1988-02-25
68409,1955-12-18,Abdelaziz,Lanphier,M,1990-08-20
68414,1954-10-14,Oksana,Riexinger,M,1991-11-25
68418,1955-10-05,Heon,Alblas,F,1987-08-08
68420,1955-03-06,Kristina,Guardalben,M,1991-02-18
68421,1955-05-16,Arvind,Dredge,M,1991-01-28
68424,1954-03-17,Abdelwaheb,Fordan,F,1985-12-02
68427,1955-08-12,Ute,Mansanne,M,1987-01-01
68429,1954-09-28,Lakshmi,Joslin,F,1990-06-08
68431,1953-12-16,Dzung,Morrin,M,1993-09-17
68432,1953-03-07,Tsuneo,Staylopatis,F,1986-11-26
68433,1954-07-11,Maya,Wossner,M,1987-03-29
68434,1954-08-14,Nimmagadda,Buescher,M,1986-09-15
68441,1954-08-11,Jeanne,Muhling,M,1989-01-23
68448,1955-04-08,Navid,Domenig,M,1990-03-14
68454,1955-08-12,Weicheng,Kampfer,F,1988-05-16
68456,1954-11-06,Tristan,Angelov,M,1994-07-21
68458,1952-11-28,Ortrud,Siksek,M,1995-07-24
68461,1954-08-07,Shuji,Rothe,M,1998-02-17
68463,1953-07-08,Yongdong,Ashish,M,1991-02-07
68468,1954-07-26,Dinkar,Gulik,M,1989-11-26
68473,1954-07-27,Rildo,Kolinko,M,1990-12-08
68474,1954-03-01,Rosalie,Jayawardene,F,1991-02-24
68478,1954-01-03,Rutger,Plotkin,M,1988-08-20
68481,1953-06-15,Zhanqiu,Boudaillier,M,1994-11-15
68484,1953-09-26,Chandrasekaran,Preusig,M,1989-01-05
68493,1954-03-10,Zhiguo,Zaumen,F,1995-05-24
68494,1953-12-09,Qingxiang,Kaminger,F,1990-08-27
68499,1953-06-15,Arfst,Bael,M,1985-11-16
68500,1955-03-05,Leah,Stellhorn,M,1988-10-11
68502,1952-02-26,Kirk,Reeker,M,1993-03-16
68505,1953-05-07,Baziley,Bain,M,1991-03-21
68508,1955-12-25,Annemarie,Swist,M,1985-06-06
68509,1952-09-20,Deborah,Kushnir,M,1995-04-07
68512,1953-03-31,Huiqun,Munro,M,1990-12-15
68513,1955-09-28,Leah,Murtha,M,1989-10-21
68523,1953-02-01,Jacopo,Markovitch,F,1990-05-20
68525,1952-07-03,Sanjay,Terwilliger,F,1996-10-01
68528,1952-03-13,Sailaja,Ghalwash,F,1987-08-19
68529,1952-07-11,Moss,Kilgour,F,1993-03-23
68531,1954-06-28,Nathalie,Kroft,M,1990-06-14
68536,1955-11-23,Zorica,Perly,M,1988-07-10
68538,1953-06-18,Kwangjo,Velasco,M,1987-04-12
68542,1955-06-18,Licheng,Pollacia,F,1985-12-22
68547,1955-10-23,Ulf,Figueira,M,1985-10-10
68550,1952-05-19,Alper,Perin,F,1987-01-18
68552,1953-10-04,Abdelkader,Gronowski,F,1988-03-25
68555,1955-03-07,Yuriy,Baba,F,1991-10-06
68556,1954-10-04,Monique,Harbusch,M,1990-03-03
68557,1952-08-12,Yannis,Kamble,F,1990-10-22
68566,1955-09-29,Vasiliy,Douceur,M,1992-08-01
68567,1953-11-21,Zhilian,Kroon,F,1994-01-04
68568,1952-05-02,Iara,Raney,M,1985-04-12
68570,1953-04-07,Kamakshi,Alvarado,F,1987-06-01
68575,1955-03-14,Jacqueline,Portugali,M,1994-12-02
68578,1955-01-16,Weidon,Baranowski,M,1987-04-28
68582,1954-10-27,Sorina,Dichev,F,1991-07-14
68585,1952-09-05,Vatsa,Bail,F,1988-03-05
68587,1954-02-01,Yinlin,Shihab,M,1993-09-17
68588,1952-10-03,Premsyl,Mellouli,M,1992-07-18
68593,1952-02-17,Qingxiang,Bamford,M,1997-12-30
68596,1954-06-26,Sergi,Penz,M,1985-03-23
68599,1954-02-13,Alair,Zucker,M,1985-08-28
68600,1953-08-21,Mayuko,Lorin,F,1990-06-25
68601,1954-04-04,Peer,Akaboshi,F,1996-08-26
68602,1954-04-21,Subir,Birrer,F,1994-10-13
68603,1954-03-26,Fabrizio,Rusterholz,M,1987-04-24
68604,1952-04-09,Kannan,Dymetman,M,1988-03-15
68606,1953-02-13,Zdislav,Pokrovskii,M,1996-05-19
68607,1954-02-09,Xuejia,Zallocco,F,1986-04-26
68611,1952-02-15,Sashi,Biran,M,1987-09-15
68625,1955-02-04,Luerbio,Lyonns,F,1990-07-08
68626,1954-11-20,Pragnesh,Schrift,M,1986-02-25
68628,1953-02-11,Muzhong,Heemskerk,F,1989-05-02
68629,1954-08-16,Krister,Alameldin,F,1994-05-04
68634,1953-01-27,Christ,Binkley,M,1991-10-02
